false_positive_rate,true_positive_rate,hypothesis_pair
0.654,0.998,active_vs_baseline
0.656,0.998,active_vs_baseline
0.658,0.998,active_vs_baseline
0.66,0.998,active_vs_baseline
0.662,0.998,active_vs_baseline
0.664,0.998,active_vs_baseline
0.666,0.998,active_vs_baseline
0.668,0.998,active_vs_baseline
0.67,0.998,active_vs_baseline
0.672,0.998,active_vs_baseline
0.674,0.998,active_vs_baseline
0.676,0.998,active_vs_baseline
0.678,0.998,active_vs_baseline
0.68,0.998,active_vs_baseline
0.682,0.998,active_vs_baseline
0.684,0.998,active_vs_baseline
0.686,0.998,active_vs_baseline
0.688,0.998,active_vs_baseline
0.69,0.998,active_vs_baseline
0.692,0.998,active_vs_baseline
0.694,0.998,active_vs_baseline
0.696,0.998,active_vs_baseline
0.7,0.998,active_vs_baseline
0.702,0.998,active_vs_baseline
0.704,0.998,active_vs_baseline
0.706,0.998,active_vs_baseline
0.708,0.998,active_vs_baseline
0.71,0.998,active_vs_baseline
0.712,0.998,active_vs_baseline
0.714,0.998,active_vs_baseline
0.716,0.998,active_vs_baseline
0.718,0.998,active_vs_baseline
0.72,0.998,active_vs_baseline
0.722,0.998,active_vs_baseline
0.724,0.998,active_vs_baseline
0.726,0.998,active_vs_baseline
0.728,0.998,active_vs_baseline
0.73,0.998,active_vs_baseline
0.732,0.998,active_vs_baseline
0.734,0.998,active_vs_baseline
0.736,0.998,active_vs_baseline
0.738,0.998,active_vs_baseline
0.74,0.998,active_vs_baseline
0.742,0.998,active_vs_baseline
0.744,0.998,active_vs_baseline
0.746,0.998,active_vs_baseline
0.748,0.998,active_vs_baseline
0.75,0.998,active_vs_baseline
0.752,0.998,active_vs_baseline
0.754,0.998,active_vs_baseline
0.756,0.998,active_vs_baseline
0.758,0.998,active_vs_baseline
0.76,0.998,active_vs_baseline
0.762,0.998,active_vs_baseline
0.764,0.998,active_vs_baseline
0.766,0.998,active_vs_baseline
0.768,0.998,active_vs_baseline
0.77,0.998,active_vs_baseline
0.772,0.998,active_vs_baseline
0.772,1.0,active_vs_baseline
0.774,1.0,active_vs_baseline
0.776,1.0,active_vs_baseline
0.778,1.0,active_vs_baseline
0.78,1.0,active_vs_baseline
0.782,1.0,active_vs_baseline
0.784,1.0,active_vs_baseline
0.786,1.0,active_vs_baseline
0.788,1.0,active_vs_baseline
0.79,1.0,active_vs_baseline
0.792,1.0,active_vs_baseline
0.794,1.0,active_vs_baseline
0.796,1.0,active_vs_baseline
0.798,1.0,active_vs_baseline
0.8,1.0,active_vs_baseline
0.802,1.0,active_vs_baseline
0.804,1.0,active_vs_baseline
0.806,1.0,active_vs_baseline
0.808,1.0,active_vs_baseline
0.81,1.0,active_vs_baseline
0.812,1.0,active_vs_baseline
0.814,1.0,active_vs_baseline
0.816,1.0,active_vs_baseline
0.818,1.0,active_vs_baseline
0.82,1.0,active_vs_baseline
0.822,1.0,active_vs_baseline
0.824,1.0,active_vs_baseline
0.826,1.0,active_vs_baseline
0.828,1.0,active_vs_baseline
0.83,1.0,active_vs_baseline
0.832,1.0,active_vs_baseline
0.834,1.0,active_vs_baseline
0.836,1.0,active_vs_baseline
0.838,1.0,active_vs_baseline
0.84,1.0,active_vs_baseline
0.842,1.0,active_vs_baseline
0.844,1.0,active_vs_baseline
0.846,1.0,active_vs_baseline
0.848,1.0,active_vs_baseline
0.85,1.0,active_vs_baseline
0.852,1.0,active_vs_baseline
0.854,1.0,active_vs_baseline
0.856,1.0,active_vs_baseline
0.858,1.0,active_vs_baseline
0.86,1.0,active_vs_baseline
0.862,1.0,active_vs_baseline
0.864,1.0,active_vs_baseline
0.866,1.0,active_vs_baseline
0.868,1.0,active_vs_baseline
0.87,1.0,active_vs_baseline
0.872,1.0,active_vs_baseline
0.874,1.0,active_vs_baseline
0.876,1.0,active_vs_baseline
0.878,1.0,active_vs_baseline
0.88,1.0,active_vs_baseline
0.882,1.0,active_vs_baseline
0.884,1.0,active_vs_baseline
0.886,1.0,active_vs_baseline
0.888,1.0,active_vs_baseline
0.89,1.0,active_vs_baseline
0.892,1.0,active_vs_baseline
0.894,1.0,active_vs_baseline
0.896,1.0,active_vs_baseline
0.898,1.0,active_vs_baseline
0.9,1.0,active_vs_baseline
0.902,1.0,active_vs_baseline
0.904,1.0,active_vs_baseline
0.908,1.0,active_vs_baseline
0.91,1.0,active_vs_baseline
0.912,1.0,active_vs_baseline
0.914,1.0,active_vs_baseline
0.916,1.0,active_vs_baseline
0.918,1.0,active_vs_baseline
0.92,1.0,active_vs_baseline
0.922,1.0,active_vs_baseline
0.924,1.0,active_vs_baseline
0.926,1.0,active_vs_baseline
0.928,1.0,active_vs_baseline
0.93,1.0,active_vs_baseline
0.932,1.0,active_vs_baseline
0.934,1.0,active_vs_baseline
0.936,1.0,active_vs_baseline
0.938,1.0,active_vs_baseline
0.94,1.0,active_vs_baseline
0.942,1.0,active_vs_baseline
0.944,1.0,active_vs_baseline
0.946,1.0,active_vs_baseline
0.948,1.0,active_vs_baseline
0.95,1.0,active_vs_baseline
0.952,1.0,active_vs_baseline
0.954,1.0,active_vs_baseline
0.956,1.0,active_vs_baseline
0.958,1.0,active_vs_baseline
0.96,1.0,active_vs_baseline
0.962,1.0,active_vs_baseline
0.964,1.0,active_vs_baseline
0.966,1.0,active_vs_baseline
0.968,1.0,active_vs_baseline
0.97,1.0,active_vs_baseline
0.972,1.0,active_vs_baseline
0.974,1.0,active_vs_baseline
0.976,1.0,active_vs_baseline
0.978,1.0,active_vs_baseline
0.98,1.0,active_vs_baseline
0.982,1.0,active_vs_baseline
0.984,1.0,active_vs_baseline
0.986,1.0,active_vs_baseline
0.988,1.0,active_vs_baseline
0.99,1.0,active_vs_baseline
0.992,1.0,active_vs_baseline
0.994,1.0,active_vs_baseline
0.996,1.0,active_vs_baseline
0.998,1.0,active_vs_baseline
1.0,1.0,active_vs_baseline
1.0,1.0,active_vs_baseline
